sample ,population,chromosome,rawGenomicCount
HG01872,KHV,chr10,14
HG01872,KHV,chr11,4
HG01872,KHV,chr12,69
HG01872,KHV,chr13,
HG01872,KHV,chr14,
HG01872,KHV,chr15,21
HG01872,KHV,chr16,4
HG01872,KHV,chr17,1
HG01872,KHV,chr18,20
HG01872,KHV,chr19,5
HG01872,KHV,chr20,6
HG01872,KHV,chr21,13
HG01872,KHV,chr22,1
HG01873,KHV,chr1,118
HG01873,KHV,chr2,24
HG01873,KHV,chr3,10
HG01873,KHV,chr4,91
HG01873,KHV,chr5,326
HG01873,KHV,chr6,9
HG01873,KHV,chr7,28
HG01873,KHV,chr8,4
HG01873,KHV,chr9,8
HG01873,KHV,chr10,15
HG01873,KHV,chr11,8
HG01873,KHV,chr12,89
HG01873,KHV,chr13,2
HG01873,KHV,chr14,3
HG01873,KHV,chr15,23
HG01873,KHV,chr16,5
HG01873,KHV,chr17,1
HG01873,KHV,chr18,45
HG01873,KHV,chr19,14
HG01873,KHV,chr20,7
HG01873,KHV,chr21,14
HG01873,KHV,chr22,
HG01874,KHV,chr1,64
HG01874,KHV,chr2,9
HG01874,KHV,chr3,10
HG01874,KHV,chr4,50
HG01874,KHV,chr5,185
HG01874,KHV,chr6,11
HG01874,KHV,chr7,15
HG01874,KHV,chr8,3
HG01874,KHV,chr9,8
HG01874,KHV,chr10,7
HG01874,KHV,chr11,5
HG01874,KHV,chr12,65
HG01874,KHV,chr13,1
HG01874,KHV,chr14,
HG01874,KHV,chr15,17
HG01874,KHV,chr16,6
HG01874,KHV,chr17,1
HG01874,KHV,chr18,28
HG01874,KHV,chr19,11
HG01874,KHV,chr20,8
HG01874,KHV,chr21,16
HG01874,KHV,chr22,
HG01878,KHV,chr1,88
HG01878,KHV,chr2,8
HG01878,KHV,chr3,12
HG01878,KHV,chr4,59
HG01878,KHV,chr5,253
HG01878,KHV,chr6,14
HG01878,KHV,chr7,15
HG01878,KHV,chr8,5
HG01878,KHV,chr9,8
HG01878,KHV,chr10,12
HG01878,KHV,chr11,4
HG01878,KHV,chr12,63
HG01878,KHV,chr13,
HG01878,KHV,chr14,
HG01878,KHV,chr15,22
HG01878,KHV,chr16,3
HG01878,KHV,chr17,2
HG01878,KHV,chr18,28
HG01878,KHV,chr19,7
HG01878,KHV,chr20,6
HG01878,KHV,chr21,15
HG01878,KHV,chr22,
HG01879,ACB,chr1,20
HG01879,ACB,chr2,7
HG01879,ACB,chr3,7
HG01879,ACB,chr4,14
HG01879,ACB,chr5,77
HG01879,ACB,chr6,5
HG01879,ACB,chr7,10
HG01879,ACB,chr8,2
HG01879,ACB,chr9,2
HG01879,ACB,chr10,7
HG01879,ACB,chr11,7
HG01879,ACB,chr12,26
HG01879,ACB,chr13,1
HG01879,ACB,chr14,
HG01879,ACB,chr15,9
HG01879,ACB,chr16,2
HG01879,ACB,chr17,
HG01879,ACB,chr18,3
HG01879,ACB,chr19,6
HG01879,ACB,chr20,2
HG01879,ACB,chr21,13
HG01879,ACB,chr22,
HG01880,ACB,chr1,47
HG01880,ACB,chr2,14
HG01880,ACB,chr3,8
HG01880,ACB,chr4,32
HG01880,ACB,chr5,164
HG01880,ACB,chr6,1
HG01880,ACB,chr7,13
HG01880,ACB,chr8,3
HG01880,ACB,chr9,7
HG01880,ACB,chr10,9
HG01880,ACB,chr11,3
HG01880,ACB,chr12,44
HG01880,ACB,chr13,
HG01880,ACB,chr14,
HG01880,ACB,chr15,16
HG01880,ACB,chr16,3
HG01880,ACB,chr17,3
HG01880,ACB,chr18,12
HG01880,ACB,chr19,1
HG01880,ACB,chr20,9
HG01880,ACB,chr21,14
HG01880,ACB,chr22,
HG01882,ACB,chr1,65
HG01882,ACB,chr2,14
HG01882,ACB,chr3,7
HG01882,ACB,chr4,37
HG01882,ACB,chr5,270
HG01882,ACB,chr6,5
HG01882,ACB,chr7,11
HG01882,ACB,chr8,4
HG01882,ACB,chr9,9
HG01882,ACB,chr10,4
HG01882,ACB,chr11,3
HG01882,ACB,chr12,70
HG01882,ACB,chr13,
HG01882,ACB,chr14,
HG01882,ACB,chr15,15
HG01882,ACB,chr16,3
HG01882,ACB,chr17,5
HG01882,ACB,chr18,13
HG01882,ACB,chr19,5
HG01882,ACB,chr20,3
HG01882,ACB,chr21,15
HG01882,ACB,chr22,
HG01883,ACB,chr1,64
HG01883,ACB,chr2,16
HG01883,ACB,chr3,5
HG01883,ACB,chr4,39
HG01883,ACB,chr5,291
HG01883,ACB,chr6,5
HG01883,ACB,chr7,14
HG01883,ACB,chr8,4
HG01883,ACB,chr9,3
HG01883,ACB,chr10,5
HG01883,ACB,chr11,8
HG01883,ACB,chr12,77
HG01883,ACB,chr13,
HG01883,ACB,chr14,
HG01883,ACB,chr15,10
HG01883,ACB,chr16,4
HG01883,ACB,chr17,2
HG01883,ACB,chr18,27
HG01883,ACB,chr19,6
HG01883,ACB,chr20,4
HG01883,ACB,chr21,20
HG01883,ACB,chr22,
HG01885,ACB,chr1,67
HG01885,ACB,chr2,10
HG01885,ACB,chr3,4
HG01885,ACB,chr4,37
HG01885,ACB,chr5,127
HG01885,ACB,chr6,6
HG01885,ACB,chr7,16
HG01885,ACB,chr8,6
HG01885,ACB,chr9,7
HG01885,ACB,chr10,12
HG01885,ACB,chr11,3
HG01885,ACB,chr12,49
HG01885,ACB,chr13,1
HG01885,ACB,chr14,
HG01885,ACB,chr15,19
HG01885,ACB,chr16,3
HG01885,ACB,chr17,4
HG01885,ACB,chr18,17
HG01885,ACB,chr19,6
HG01885,ACB,chr20,6
HG01885,ACB,chr21,18
HG01885,ACB,chr22,2
HG01886,ACB,chr1,63
HG01886,ACB,chr2,10
HG01886,ACB,chr3,5
HG01886,ACB,chr4,63
HG01886,ACB,chr5,236
HG01886,ACB,chr6,2
HG01886,ACB,chr7,10
HG01886,ACB,chr8,5
HG01886,ACB,chr9,9
HG01886,ACB,chr10,12
HG01886,ACB,chr11,3
HG01886,ACB,chr12,63
HG01886,ACB,chr13,
HG01886,ACB,chr14,
HG01886,ACB,chr15,22
HG01886,ACB,chr16,8
HG01886,ACB,chr17,1
HG01886,ACB,chr18,34
HG01886,ACB,chr19,5
HG01886,ACB,chr20,8
HG01886,ACB,chr21,17
HG01886,ACB,chr22,1
HG01889,ACB,chr1,75
HG01889,ACB,chr2,21
HG01889,ACB,chr3,4
HG01889,ACB,chr4,60
HG01889,ACB,chr5,246
HG01889,ACB,chr6,7
HG01889,ACB,chr7,18
HG01889,ACB,chr8,1
HG01889,ACB,chr9,6
HG01889,ACB,chr10,12
HG01889,ACB,chr11,5
HG01889,ACB,chr12,73
HG01889,ACB,chr13,
HG01889,ACB,chr14,1
HG01889,ACB,chr15,20
HG01889,ACB,chr16,7
HG01889,ACB,chr17,1
HG01889,ACB,chr18,28
HG01889,ACB,chr19,10
HG01889,ACB,chr20,5
HG01889,ACB,chr21,19
HG01889,ACB,chr22,
HG01890,ACB,chr1,71
HG01890,ACB,chr2,19
HG01890,ACB,chr3,5
HG01890,ACB,chr4,50
HG01890,ACB,chr5,195
HG01890,ACB,chr6,7
HG01890,ACB,chr7,23
HG01890,ACB,chr8,6
HG01890,ACB,chr9,6
HG01890,ACB,chr10,13
HG01890,ACB,chr11,6
HG01890,ACB,chr12,56
HG01890,ACB,chr13,
HG01890,ACB,chr14,1
HG01890,ACB,chr15,22
HG01890,ACB,chr16,4
HG01890,ACB,chr17,3
HG01890,ACB,chr18,26
HG01890,ACB,chr19,26
HG01890,ACB,chr20,2
HG01890,ACB,chr21,17
HG01890,ACB,chr22,
HG01892,PEL,chr1,29
HG01892,PEL,chr2,14
HG01892,PEL,chr3,2
HG01892,PEL,chr4,17
HG01892,PEL,chr5,71
HG01892,PEL,chr6,3
HG01892,PEL,chr7,9
HG01892,PEL,chr8,1
HG01892,PEL,chr9,3
HG01892,PEL,chr10,10
HG01892,PEL,chr11,3
HG01892,PEL,chr12,36
HG01892,PEL,chr13,
HG01892,PEL,chr14,
HG01892,PEL,chr15,12
HG01892,PEL,chr16,3
HG01892,PEL,chr17,
HG01892,PEL,chr18,8
HG01892,PEL,chr19,3
HG01892,PEL,chr20,3
HG01892,PEL,chr21,10
HG01892,PEL,chr22,2
HG01893,PEL,chr1,37
HG01893,PEL,chr2,9
HG01893,PEL,chr3,4
HG01893,PEL,chr4,36
HG01893,PEL,chr5,95
HG01893,PEL,chr6,2
HG01893,PEL,chr7,17
HG01893,PEL,chr8,1
HG01893,PEL,chr9,2
HG01893,PEL,chr10,10
HG01893,PEL,chr11,2
HG01893,PEL,chr12,37
HG01893,PEL,chr13,
HG01893,PEL,chr14,1
HG01893,PEL,chr15,13
HG01893,PEL,chr16,6
HG01893,PEL,chr17,1
HG01893,PEL,chr18,10
HG01893,PEL,chr19,4
HG01893,PEL,chr20,
HG01893,PEL,chr21,10
HG01893,PEL,chr22,
HG01894,ACB,chr1,23
HG01894,ACB,chr2,5
HG01894,ACB,chr3,3
HG01894,ACB,chr4,21
HG01894,ACB,chr5,290
HG01894,ACB,chr6,3
HG01894,ACB,chr7,8
HG01894,ACB,chr8,2
HG01894,ACB,chr9,3
HG01894,ACB,chr10,4
HG01894,ACB,chr11,
HG01894,ACB,chr12,95
HG01894,ACB,chr13,
HG01894,ACB,chr14,
HG01894,ACB,chr15,5
HG01894,ACB,chr16,
HG01894,ACB,chr17,3
HG01894,ACB,chr18,2
HG01894,ACB,chr19,4
HG01894,ACB,chr20,
HG01894,ACB,chr21,8
HG01894,ACB,chr22,
HG01896,ACB,chr1,42
HG01896,ACB,chr2,7
HG01896,ACB,chr3,6
HG01896,ACB,chr4,27
HG01896,ACB,chr5,124
HG01896,ACB,chr6,3
HG01896,ACB,chr7,10
HG01896,ACB,chr8,
HG01896,ACB,chr9,2
HG01896,ACB,chr10,4
HG01896,ACB,chr11,3
HG01896,ACB,chr12,26
HG01896,ACB,chr13,
HG01896,ACB,chr14,
HG01896,ACB,chr15,9
HG01896,ACB,chr16,1
HG01896,ACB,chr17,2
HG01896,ACB,chr18,9
HG01896,ACB,chr19,4
HG01896,ACB,chr20,2
HG01896,ACB,chr21,11
HG01896,ACB,chr22,
HG01912,ACB,chr1,24
HG01912,ACB,chr2,5
HG01912,ACB,chr3,1
HG01912,ACB,chr4,26
HG01912,ACB,chr5,204
HG01912,ACB,chr6,2
HG01912,ACB,chr7,7
HG01912,ACB,chr8,
HG01912,ACB,chr9,3
HG01912,ACB,chr10,3
HG01912,ACB,chr11,1
HG01912,ACB,chr12,68
HG01912,ACB,chr13,
HG01912,ACB,chr14,
HG01912,ACB,chr15,6
HG01912,ACB,chr16,6
HG01912,ACB,chr17,
HG01912,ACB,chr18,4
HG01912,ACB,chr19,2
HG01912,ACB,chr20,
HG01912,ACB,chr21,5
HG01912,ACB,chr22,
HG01914,ACB,chr1,36
HG01914,ACB,chr2,7
HG01914,ACB,chr3,4
HG01914,ACB,chr4,30
HG01914,ACB,chr5,171
HG01914,ACB,chr6,2
HG01914,ACB,chr7,9
HG01914,ACB,chr8,6
HG01914,ACB,chr9,4
HG01914,ACB,chr10,8
HG01914,ACB,chr11,2
HG01914,ACB,chr12,49
HG01914,ACB,chr13,
HG01914,ACB,chr14,1
HG01914,ACB,chr15,15
HG01914,ACB,chr16,4
HG01914,ACB,chr17,
HG01914,ACB,chr18,10
HG01914,ACB,chr19,6
HG01914,ACB,chr20,2
HG01914,ACB,chr21,10
HG01914,ACB,chr22,
HG01915,ACB,chr1,22
HG01915,ACB,chr2,4
HG01915,ACB,chr3,2
HG01915,ACB,chr4,29
HG01915,ACB,chr5,134
HG01915,ACB,chr6,3
HG01915,ACB,chr7,16
HG01915,ACB,chr8,2
HG01915,ACB,chr9,5
HG01915,ACB,chr10,6
HG01915,ACB,chr11,4
HG01915,ACB,chr12,41
HG01915,ACB,chr13,2
HG01915,ACB,chr14,
HG01915,ACB,chr15,5
HG01915,ACB,chr16,1
HG01915,ACB,chr17,2
HG01915,ACB,chr18,12
HG01915,ACB,chr19,7
HG01915,ACB,chr20,1
HG01915,ACB,chr21,9
HG01915,ACB,chr22,
HG01917,PEL,chr1,65
HG01917,PEL,chr2,11
HG01917,PEL,chr3,4
HG01917,PEL,chr4,32
HG01917,PEL,chr5,120
HG01917,PEL,chr6,3
HG01917,PEL,chr7,17
HG01917,PEL,chr8,1
HG01917,PEL,chr9,10
HG01917,PEL,chr10,15
HG01917,PEL,chr11,7
HG01917,PEL,chr12,44
HG01917,PEL,chr13,
HG01917,PEL,chr14,
HG01917,PEL,chr15,15
HG01917,PEL,chr16,4
HG01917,PEL,chr17,2
HG01917,PEL,chr18,15
HG01917,PEL,chr19,20
HG01917,PEL,chr20,4
HG01917,PEL,chr21,10
HG01917,PEL,chr22,
HG01918,PEL,chr1,29
HG01918,PEL,chr2,4
HG01918,PEL,chr3,2
HG01918,PEL,chr4,31
HG01918,PEL,chr5,100
HG01918,PEL,chr6,1
HG01918,PEL,chr7,16
HG01918,PEL,chr8,2
HG01918,PEL,chr9,2
HG01918,PEL,chr10,6
HG01918,PEL,chr11,4
HG01918,PEL,chr12,34
HG01918,PEL,chr13,
HG01918,PEL,chr14,
HG01918,PEL,chr15,7
HG01918,PEL,chr16,3
HG01918,PEL,chr17,
HG01918,PEL,chr18,5
HG01918,PEL,chr19,1
HG01918,PEL,chr20,6
HG01918,PEL,chr21,5
HG01918,PEL,chr22,
HG01920,PEL,chr1,52
HG01920,PEL,chr2,7
HG01920,PEL,chr3,7
HG01920,PEL,chr4,29
HG01920,PEL,chr5,96
HG01920,PEL,chr6,2
HG01920,PEL,chr7,15
HG01920,PEL,chr8,2
HG01920,PEL,chr9,4
HG01920,PEL,chr10,9
HG01920,PEL,chr11,6
HG01920,PEL,chr12,29
HG01920,PEL,chr13,
HG01920,PEL,chr14,
HG01920,PEL,chr15,17
HG01920,PEL,chr16,4
HG01920,PEL,chr17,1
HG01920,PEL,chr18,11
HG01920,PEL,chr19,4
HG01920,PEL,chr20,4
HG01920,PEL,chr21,10
HG01920,PEL,chr22,2
HG01921,PEL,chr1,43
HG01921,PEL,chr2,9
HG01921,PEL,chr3,6
HG01921,PEL,chr4,30
HG01921,PEL,chr5,125
HG01921,PEL,chr6,3
HG01921,PEL,chr7,8
HG01921,PEL,chr8,5
HG01921,PEL,chr9,12
HG01921,PEL,chr10,15
HG01921,PEL,chr11,1
HG01921,PEL,chr12,40
HG01921,PEL,chr13,
HG01921,PEL,chr14,1
HG01921,PEL,chr15,9
HG01921,PEL,chr16,7
HG01921,PEL,chr17,3
HG01921,PEL,chr18,18
HG01921,PEL,chr19,151
HG01921,PEL,chr20,4
HG01921,PEL,chr21,22
HG01921,PEL,chr22,2
HG01923,PEL,chr1,39
HG01923,PEL,chr2,10
HG01923,PEL,chr3,4
HG01923,PEL,chr4,30
HG01923,PEL,chr5,261
HG01923,PEL,chr6,2
HG01923,PEL,chr7,15
HG01923,PEL,chr8,
HG01923,PEL,chr9,3
HG01923,PEL,chr10,9
HG01923,PEL,chr11,2
HG01923,PEL,chr12,60
HG01923,PEL,chr13,
HG01923,PEL,chr14,2
HG01923,PEL,chr15,10
HG01923,PEL,chr16,2
HG01923,PEL,chr17,3
HG01923,PEL,chr18,14
HG01923,PEL,chr19,12
HG01923,PEL,chr20,3
HG01923,PEL,chr21,9
HG01923,PEL,chr22,2
HG01924,PEL,chr1,45
HG01924,PEL,chr2,7
HG01924,PEL,chr3,5
HG01924,PEL,chr4,45
HG01924,PEL,chr5,191
HG01924,PEL,chr6,9
HG01924,PEL,chr7,15
HG01924,PEL,chr8,2
HG01924,PEL,chr9,10
HG01924,PEL,chr10,13
HG01924,PEL,chr11,4
HG01924,PEL,chr12,48
HG01924,PEL,chr13,1
HG01924,PEL,chr14,
HG01924,PEL,chr15,7
HG01924,PEL,chr16,2
HG01924,PEL,chr17,1
HG01924,PEL,chr18,15
HG01924,PEL,chr19,8
HG01924,PEL,chr20,7
HG01924,PEL,chr21,7
HG01924,PEL,chr22,2
HG01926,PEL,chr1,72
HG01926,PEL,chr2,20
HG01926,PEL,chr3,5
HG01926,PEL,chr4,38
HG01926,PEL,chr5,176
HG01926,PEL,chr6,14
HG01926,PEL,chr7,24
HG01926,PEL,chr8,2
HG01926,PEL,chr9,5
HG01926,PEL,chr10,17
HG01926,PEL,chr11,6
HG01926,PEL,chr12,71
HG01926,PEL,chr13,
HG01926,PEL,chr14,
HG01926,PEL,chr15,12
HG01926,PEL,chr16,4
HG01926,PEL,chr17,1
HG01926,PEL,chr18,21
HG01926,PEL,chr19,8
HG01926,PEL,chr20,4
HG01926,PEL,chr21,18
HG01926,PEL,chr22,1
HG01927,PEL,chr1,58
HG01927,PEL,chr2,14
HG01927,PEL,chr3,4
HG01927,PEL,chr4,45
HG01927,PEL,chr5,171
HG01927,PEL,chr6,7
HG01927,PEL,chr7,15
HG01927,PEL,chr8,4
HG01927,PEL,chr9,18
HG01927,PEL,chr10,16
HG01927,PEL,chr11,4
HG01927,PEL,chr12,58
HG01927,PEL,chr13,1
HG01927,PEL,chr14,
HG01927,PEL,chr15,16
HG01927,PEL,chr16,
HG01927,PEL,chr17,1
HG01927,PEL,chr18,19
HG01927,PEL,chr19,6
HG01927,PEL,chr20,5
HG01927,PEL,chr21,15
HG01927,PEL,chr22,1
HG01932,PEL,chr1,55
HG01932,PEL,chr2,13
HG01932,PEL,chr3,1
HG01932,PEL,chr4,37
HG01932,PEL,chr5,119
HG01932,PEL,chr6,1
HG01932,PEL,chr7,12
HG01932,PEL,chr8,4
HG01932,PEL,chr9,5
HG01932,PEL,chr10,4
HG01932,PEL,chr11,3
HG01932,PEL,chr12,47
HG01932,PEL,chr13,2
HG01932,PEL,chr14,
HG01932,PEL,chr15,11
HG01932,PEL,chr16,4
HG01932,PEL,chr17,1
HG01932,PEL,chr18,22
HG01932,PEL,chr19,47
HG01932,PEL,chr20,5
HG01932,PEL,chr21,8
HG01932,PEL,chr22,1
HG01933,PEL,chr1,64
HG01933,PEL,chr2,17
HG01933,PEL,chr3,9
HG01933,PEL,chr4,41
HG01933,PEL,chr5,244
HG01933,PEL,chr6,5
HG01933,PEL,chr7,14
HG01933,PEL,chr8,3
HG01933,PEL,chr9,12
HG01933,PEL,chr10,16
HG01933,PEL,chr11,7
HG01933,PEL,chr12,82
HG01933,PEL,chr13,
HG01933,PEL,chr14,
HG01933,PEL,chr15,11
HG01933,PEL,chr16,6
HG01933,PEL,chr17,2
HG01933,PEL,chr18,22
HG01933,PEL,chr19,3
HG01933,PEL,chr20,10
HG01933,PEL,chr21,19
HG01933,PEL,chr22,3
HG01936,PEL,chr1,50
HG01936,PEL,chr2,9
HG01936,PEL,chr3,7
HG01936,PEL,chr4,22
HG01936,PEL,chr5,154
HG01936,PEL,chr6,7
HG01936,PEL,chr7,16
HG01936,PEL,chr8,1
HG01936,PEL,chr9,7
HG01936,PEL,chr10,11
HG01936,PEL,chr11,10
HG01936,PEL,chr12,59
HG01936,PEL,chr13,
HG01936,PEL,chr14,
HG01936,PEL,chr15,14
HG01936,PEL,chr16,4
HG01936,PEL,chr17,1
HG01936,PEL,chr18,15
HG01936,PEL,chr19,9
HG01936,PEL,chr20,5
HG01936,PEL,chr21,18
HG01936,PEL,chr22,1
HG01938,PEL,chr1,34
HG01938,PEL,chr2,6
HG01938,PEL,chr3,4
HG01938,PEL,chr4,15
HG01938,PEL,chr5,64
HG01938,PEL,chr6,5
HG01938,PEL,chr7,12
HG01938,PEL,chr8,3
HG01938,PEL,chr9,6
HG01938,PEL,chr10,5
HG01938,PEL,chr11,1
HG01938,PEL,chr12,31
HG01938,PEL,chr13,1
HG01938,PEL,chr14,
HG01938,PEL,chr15,4
HG01938,PEL,chr16,8
HG01938,PEL,chr17,1
HG01938,PEL,chr18,12
HG01938,PEL,chr19,4
HG01938,PEL,chr20,5
HG01938,PEL,chr21,5
HG01938,PEL,chr22,
HG01939,PEL,chr1,41
HG01939,PEL,chr2,18
HG01939,PEL,chr3,10
HG01939,PEL,chr4,45
HG01939,PEL,chr5,189
HG01939,PEL,chr6,7
HG01939,PEL,chr7,15
HG01939,PEL,chr8,10
HG01939,PEL,chr9,10
HG01939,PEL,chr10,9
HG01939,PEL,chr11,6
HG01939,PEL,chr12,52
HG01939,PEL,chr13,
HG01939,PEL,chr14,
HG01939,PEL,chr15,19
HG01939,PEL,chr16,4
HG01939,PEL,chr17,3
HG01939,PEL,chr18,20
HG01939,PEL,chr19,3
HG01939,PEL,chr20,9
HG01939,PEL,chr21,11
HG01939,PEL,chr22,
HG01941,PEL,chr1,83
HG01941,PEL,chr2,8
HG01941,PEL,chr3,4
HG01941,PEL,chr4,46
HG01941,PEL,chr5,151
HG01941,PEL,chr6,7
HG01941,PEL,chr7,22
HG01941,PEL,chr8,3
HG01941,PEL,chr9,4
HG01941,PEL,chr10,12
HG01941,PEL,chr11,7
HG01941,PEL,chr12,41
HG01941,PEL,chr13,1
HG01941,PEL,chr14,
HG01941,PEL,chr15,26
HG01941,PEL,chr16,
HG01941,PEL,chr17,2
HG01941,PEL,chr18,11
HG01941,PEL,chr19,2
HG01941,PEL,chr20,7
HG01941,PEL,chr21,6
HG01941,PEL,chr22,
HG01942,PEL,chr1,57
HG01942,PEL,chr2,11
HG01942,PEL,chr3,7
HG01942,PEL,chr4,46
HG01942,PEL,chr5,173
HG01942,PEL,chr6,7
HG01942,PEL,chr7,23
HG01942,PEL,chr8,1
HG01942,PEL,chr9,11
HG01942,PEL,chr10,13
HG01942,PEL,chr11,4
HG01942,PEL,chr12,58
HG01942,PEL,chr13,1
HG01942,PEL,chr14,
HG01942,PEL,chr15,15
HG01942,PEL,chr16,5
HG01942,PEL,chr17,4
HG01942,PEL,chr18,12
HG01942,PEL,chr19,7
HG01942,PEL,chr20,7
HG01942,PEL,chr21,12
HG01942,PEL,chr22,1
HG01944,PEL,chr1,92
HG01944,PEL,chr2,14
HG01944,PEL,chr3,10
HG01944,PEL,chr4,57
HG01944,PEL,chr5,159
HG01944,PEL,chr6,6
HG01944,PEL,chr7,16
HG01944,PEL,chr8,6
HG01944,PEL,chr9,5
HG01944,PEL,chr10,9
HG01944,PEL,chr11,5
HG01944,PEL,chr12,48
HG01944,PEL,chr13,3
HG01944,PEL,chr14,
HG01944,PEL,chr15,17
HG01944,PEL,chr16,6
HG01944,PEL,chr17,4
HG01944,PEL,chr18,23
HG01944,PEL,chr19,32
HG01944,PEL,chr20,7
HG01944,PEL,chr21,14
HG01944,PEL,chr22,
HG01945,PEL,chr1,50
HG01945,PEL,chr2,8
HG01945,PEL,chr3,6
HG01945,PEL,chr4,34
HG01945,PEL,chr5,129
HG01945,PEL,chr6,2
HG01945,PEL,chr7,9
HG01945,PEL,chr8,3
HG01945,PEL,chr9,4
HG01945,PEL,chr10,11
HG01945,PEL,chr11,4
HG01945,PEL,chr12,50
HG01945,PEL,chr13,
HG01945,PEL,chr14,
HG01945,PEL,chr15,8
HG01945,PEL,chr16,8
HG01945,PEL,chr17,
HG01945,PEL,chr18,14
HG01945,PEL,chr19,6
HG01945,PEL,chr20,1
HG01945,PEL,chr21,7
HG01945,PEL,chr22,1
HG01947,PEL,chr1,90
HG01947,PEL,chr2,21
HG01947,PEL,chr3,6
HG01947,PEL,chr4,49
HG01947,PEL,chr5,173
HG01947,PEL,chr6,10
HG01947,PEL,chr7,16
HG01947,PEL,chr8,3
HG01947,PEL,chr9,17
HG01947,PEL,chr10,24
HG01947,PEL,chr11,12
HG01947,PEL,chr12,62
HG01947,PEL,chr13,
HG01947,PEL,chr14,
HG01947,PEL,chr15,27
HG01947,PEL,chr16,3
HG01947,PEL,chr17,2
HG01947,PEL,chr18,31
HG01947,PEL,chr19,17
HG01947,PEL,chr20,7
HG01947,PEL,chr21,18
HG01947,PEL,chr22,1
HG01948,PEL,chr1,43
HG01948,PEL,chr2,9
HG01948,PEL,chr3,7
HG01948,PEL,chr4,41
HG01948,PEL,chr5,140
HG01948,PEL,chr6,2
HG01948,PEL,chr7,15
HG01948,PEL,chr8,
HG01948,PEL,chr9,6
HG01948,PEL,chr10,7
HG01948,PEL,chr11,3
HG01948,PEL,chr12,43
HG01948,PEL,chr13,
HG01948,PEL,chr14,
HG01948,PEL,chr15,14
HG01948,PEL,chr16,8
HG01948,PEL,chr17,
HG01948,PEL,chr18,16
HG01948,PEL,chr19,5
HG01948,PEL,chr20,2
HG01948,PEL,chr21,8
HG01948,PEL,chr22,
HG01950,PEL,chr1,53
HG01950,PEL,chr2,12
HG01950,PEL,chr3,6
HG01950,PEL,chr4,22
HG01950,PEL,chr5,79
HG01950,PEL,chr6,10
HG01950,PEL,chr7,14
HG01950,PEL,chr8,3
HG01950,PEL,chr9,9
HG01950,PEL,chr10,9
HG01950,PEL,chr11,7
HG01950,PEL,chr12,33
HG01950,PEL,chr13,
HG01950,PEL,chr14,1
HG01950,PEL,chr15,9
HG01950,PEL,chr16,5
HG01950,PEL,chr17,3
HG01950,PEL,chr18,14
HG01950,PEL,chr19,7
HG01950,PEL,chr20,2
HG01950,PEL,chr21,5
HG01950,PEL,chr22,
HG01951,PEL,chr1,93
HG01951,PEL,chr2,17
HG01951,PEL,chr3,13
HG01951,PEL,chr4,65
HG01951,PEL,chr5,324
HG01951,PEL,chr6,14
HG01951,PEL,chr7,31
HG01951,PEL,chr8,3
HG01951,PEL,chr9,12
HG01951,PEL,chr10,15
HG01951,PEL,chr11,7
HG01951,PEL,chr12,90
HG01951,PEL,chr13,
HG01951,PEL,chr14,1
HG01951,PEL,chr15,19
HG01951,PEL,chr16,6
HG01951,PEL,chr17,5
HG01951,PEL,chr18,29
HG01951,PEL,chr19,10
HG01951,PEL,chr20,12
HG01951,PEL,chr21,20
HG01951,PEL,chr22,1
HG01953,PEL,chr1,57
HG01953,PEL,chr2,10
HG01953,PEL,chr3,7
HG01953,PEL,chr4,57
HG01953,PEL,chr5,207
HG01953,PEL,chr6,11
HG01953,PEL,chr7,17
HG01953,PEL,chr8,4
HG01953,PEL,chr9,9
HG01953,PEL,chr10,11
HG01953,PEL,chr11,5
HG01953,PEL,chr12,63
HG01953,PEL,chr13,1
HG01953,PEL,chr14,
HG01953,PEL,chr15,14
HG01953,PEL,chr16,6
HG01953,PEL,chr17,
HG01953,PEL,chr18,23
HG01953,PEL,chr19,7
HG01953,PEL,chr20,5
HG01953,PEL,chr21,5
HG01953,PEL,chr22,4
HG01954,PEL,chr1,35
HG01954,PEL,chr2,16
HG01954,PEL,chr3,4
HG01954,PEL,chr4,49
HG01954,PEL,chr5,193
HG01954,PEL,chr6,7
HG01954,PEL,chr7,19
HG01954,PEL,chr8,2
HG01954,PEL,chr9,8
HG01954,PEL,chr10,14
HG01954,PEL,chr11,4
HG01954,PEL,chr12,51
HG01954,PEL,chr13,1
HG01954,PEL,chr14,
HG01954,PEL,chr15,12
HG01954,PEL,chr16,6
HG01954,PEL,chr17,1
HG01954,PEL,chr18,19
HG01954,PEL,chr19,9
HG01954,PEL,chr20,4
HG01954,PEL,chr21,8
HG01954,PEL,chr22,3
HG01956,ACB,chr1,83
HG01956,ACB,chr2,15
HG01956,ACB,chr3,5
HG01956,ACB,chr4,68
HG01956,ACB,chr5,228
HG01956,ACB,chr6,4
HG01956,ACB,chr7,22
HG01956,ACB,chr8,4
HG01956,ACB,chr9,7
HG01956,ACB,chr10,13
HG01956,ACB,chr11,13
HG01956,ACB,chr12,87
HG01956,ACB,chr13,1
HG01956,ACB,chr14,
HG01956,ACB,chr15,25
HG01956,ACB,chr16,1
HG01956,ACB,chr17,3
HG01956,ACB,chr18,32
HG01956,ACB,chr19,16
HG01956,ACB,chr20,2
HG01956,ACB,chr21,13
HG01956,ACB,chr22,1
HG01958,ACB,chr1,25
